key,query,title,doi,venue,year,type,author0,source,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,novelty_pressure,open_questions
df07d79710c41febe21ba9679e0c7be605d05f35,hierarchical fault tolerance robotics,International Symposium on Defect and Fault Tolerance in VLSI Systems,10.1109/dftvs.1996.571978,Proceedings 1996 IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems DFTVS-96,2012,proceedings-article,,crossref,,,,,,,
2bfc3333de79281b615bac7ced3931e586ed4078,hierarchical fault tolerance robotics,20th IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,10.1109/dftvs.2005.2,20th IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems (DFT'05),2011,proceedings-article,,crossref,,,,,,,
0afce050d50c658330abeb511e85a5d500633418,hierarchical fault tolerance robotics,Self-checking and fault tolerance quality assessment using fault sampling,10.1109/dftvs.2002.1173518,"17th IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems, 2002. DFT 2002. Proceedings.",2003,proceedings-article,F.M. Goncalves,crossref,,,,,,,
23227402609d06415d16db67b95196b6957801f8,hierarchical fault tolerance robotics,Proceedings 2001 IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,10.1109/dftvs.2001.966745,Proceedings 2001 IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,2011,proceedings-article,,crossref,,,,,,,
53ffd02048b228dff1ffa82f1a8cd899bc0df604,hierarchical fault tolerance robotics,Software-Based Hardware Fault Tolerance for Many-Core Architectures,10.1109/dft.2009.36,2009 24th IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,2010,proceedings-article,Hans-Joachim Wunderlich,crossref,,,,,,,
14900679ce441e6d101f552a276e900711cf8ca8,hierarchical fault tolerance robotics,APES: An Evaluation Environment of Fault-Tolerance Capabilities of Array Processors,10.1007/978-1-4757-9957-6_12,Defect and Fault Tolerance in VLSI Systems,2013,book-chapter,F. Distante,crossref,,,,,,,
fe42f73e43af4e5c179b536193a00e07485dcb4b,hierarchical fault tolerance robotics,Software-Implemented Hardware Fault Tolerance,10.1007/0-387-32937-4,,2006,book,,crossref,,,,,,,
3470f478b74fe7f7cb11a3214fa6a5bfc38a89ed,hierarchical fault tolerance robotics,Proceedings. 1996 IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,10.1109/dftvs.1996.571979,Proceedings. 1996 IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,2012,proceedings-article,,crossref,,,,,,,
bda4e5238e7bc3d9be1d8c9f24607e0d2f7d36c5,hierarchical fault tolerance robotics,1997 IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,10.1109/dftvs.1997.628302,1997 IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems DFTVS-97,2012,proceedings-article,,crossref,,,,,,,
7ab503ea7af674500723ea385582b806204bcb55,hierarchical fault tolerance robotics,Propagation Behavior Analysis and Fault Tolerance Optimization of Hardware Fault in Heterogeneous Systems,10.3724/sp.j.1001.2012.04057,Journal of Software,2011,journal-article,Jia JIA,crossref,,,,,,,
98154a810577faca1b1f6fd16596baef5c2be30c,hierarchical fault tolerance robotics,Fault tolerance in FaaS environments,10.70675/3fabfb5czbe67z4944za467z4ada95c31ed7,,2026,dissertation,,crossref,,,,,,,
070b78315a27f4cd7125fcef2066731e67671888,hierarchical fault tolerance robotics,Resilient Matrix Multiplication of Hierarchical Semi-Separable Matrices,10.1145/2751504.2751507,Proceedings of the 5th Workshop on Fault Tolerance for HPC at eXtreme Scale,2015,proceedings-article,Brian Austin,crossref,,,,,,,
fb00ed1bf690f34cbc9326017927b3916fb6ba01,hierarchical fault tolerance robotics,Software Fault Tolerance,10.1016/b978-0-12-818105-8.00015-2,Fault-Tolerant Systems,2020,book-chapter,Israel Koren,crossref,,,,,,,
212cbd3ef947b689de0e2ee57571a4a88cec980c,hierarchical fault tolerance robotics,FXY: A HIERARCHICAL ROUTING ALGORITHM TO BALANCE PERFORMANCE AND FAULT TOLERANCE IN NETWORKS-ON-CHIP,10.1142/s0218126614501461,"Journal of Circuits, Systems and Computers",2014,journal-article,SALEH FAKHRALI,crossref,,,,,,,
69be9b81f31111bef61da11ef335cc3f7ca59ec4,hierarchical fault tolerance robotics,Hierarchical error detection in a software implemented fault tolerance (SIFT) environment,10.1109/69.842263,IEEE Transactions on Knowledge and Data Engineering,2002,journal-article,S. Bagchi,crossref,,,,,,,
b7ac1f9fa63ce753562ba8674e69e5673b1a00d5,hierarchical fault tolerance robotics,Software Fault Tolerance,10.1016/b978-012088525-1/50008-0,Fault-Tolerant Systems,2007,book-chapter,Israel Koren,crossref,,,,,,,
4d8378b957d70b4b7c5541757ff2bc079f2fffaa,hierarchical fault tolerance robotics,Election-based method for fault tolerance in a hierarchical sensor network (EFTOHSN): a case study of an indoor localisation system,10.1504/ijsnet.2016.080202,International Journal of Sensor Networks,2016,journal-article,Mohamed Naili,crossref,,,,,,,
18fc77dbd6abcff7b7be8e5646b9791fbc2c00a1,fault containment control robot,Hybrid Fault Adaptive Control of a Mobile Robot,10.1115/imece2002-32696,Dynamic Systems and Control,2008,proceedings-article,Meng Ji,crossref,,,,,,,
21ecb381a45226484b99c07003c7997a124050ac,fault containment control robot,A low-complexity design for distributed containment control of networked pure-feedback systems and its application to fault-tolerant control,10.1002/rnc.3573,International Journal of Robust and Nonlinear Control,2016,journal-article,Sung Jin Yoo,crossref,,,,,,,
5cc225192cc810cf55d3aee95032c9ac6d68c5c7,fault containment control robot,Sliding Mode Fault Diagnosis with Vision in the Loop for Robot Manipulators,10.1007/978-981-15-1819-5_5,"Studies in Systems, Decision and Control",2020,book-chapter,Antonella Ferrara,crossref,,,,,,,
202792ac6bbbf6d6d5a951b6d88b19a04eee5b2f,fault containment control robot,Fault tolerant control on omnidirectional soccer robot with motor failure,10.1109/wcica.2010.5554311,2010 8th World Congress on Intelligent Control and Automation,2010,proceedings-article,Aolin Tang,crossref,,,,,,,
bba5f8f323dd3bf2595569c0323381940e51aad1,fault containment control robot,Robust Fault Detection and Safety Control for Physical Human-Robot Interaction,10.23919/acc53348.2022.9867469,2022 American Control Conference (ACC),2022,proceedings-article,Binghan He,crossref,,,,,,,
19864d17bfab93a2328efc7b3a7ebc026ecbffa3,fault containment control robot,FAULT DETECTION OF THE ACTUATOR BLOCKING - Experimental Results in Robot Control Structures,10.5220/0001217505480551,"Proceedings of the Third International Conference on Informatics in Control, Automation and Robotics",2011,proceedings-article,,crossref,,,,,,,
6e549c3de31b27a14b20c15a6852201b50abf2cf,fault containment control robot,Spherical Robot Control System Based on Fault-tolerant Strategy,10.3901/jme.2010.11.089,Journal of Mechanical Engineering,2010,journal-article,Hanxu SUN,crossref,,,,,,,
59cdb7fbea7d4a8a5a1e387a0af686a5d1044c83,fault containment control robot,Fault diagnosis in robot manipulators in presence of modeling uncertainty and sensor noise,10.1109/cca.2009.5280696,"2009 IEEE Control Applications, (CCA) &amp; Intelligent Control, (ISIC)",2009,proceedings-article,Saeed Mohseni,crossref,,,,,,,
c91d9c03b410eda4b67a512445ae8ac552af5e89,fault containment control robot,Fault-tolerant dynamic control for underactuated manipulators,10.1109/romoco.1999.791063,Proceedings of the First Workshop on Robot Motion and Control. RoMoCo'99 (Cat. No.99EX353),2008,proceedings-article,M.C. Ramos,crossref,,,,,,,
f2fc359417f731d582add5bd4f2707a2e02b3411,fault containment control robot,Containment Control of Multi-Robot Systems With Non-Uniform Time-Varying Delays_supp1-3539195.mp4,10.1109/tro.2025.3539195/mm1,,2025,component,Zhenhua Xiong,crossref,,,,,,,
64f76359273f16f2b496b6e16dafad4c9ad06241,fault containment control robot,Nonlinear Observer-Based Fault Detection and Isolation for a Manipulator Robot,10.1007/978-981-13-2212-9_7,"Studies in Systems, Decision and Control",2019,book-chapter,Khaoula Oulidi Omali,crossref,,,,,,,
4f26d19b82fa1ac1363a966df32c333ad8d54d3f,fault containment control robot,A control algorithm for hexapod mobile robot gait in fault conditions,10.1109/icstcc.2016.7790690,"2016 20th International Conference on System Theory, Control and Computing (ICSTCC)",2017,proceedings-article,Viorel Stoian,crossref,,,,,,,
9288e1e1b061c0ee275aa4af301aea257d39a20d,fault containment control robot,Fault tolerant control of an omnidirectional robot using a switched Takagi-Sugeno approach,10.1109/isic.2014.6967646,2014 IEEE International Symposium on Intelligent Control (ISIC),2014,proceedings-article,Damiano Rotondo,crossref,,,,,,,
5b9666b3436edfd8cf6dde8bf9906302b4c716b9,fault containment control robot,A robust new nonlinear fault tolerant control for robot via an observer,10.1109/wcica.2011.5970570,2011 9th World Congress on Intelligent Control and Automation,2011,proceedings-article,Ahmad Hussain Al-Bayati,crossref,,,,,,,
0a2089857d49cdc76a19af2200c6553b6b8b3333,fault containment control robot,Active-Model-Based Fault Tolerant Control against Actuator Failures for Mobile Robot,10.1109/wcica.2006.1712581,2006 6th World Congress on Intelligent Control and Automation,2006,proceedings-article,Qi Song,crossref,,,,,,,
bb8a58acdb7f7bce9955bdc5961002bf5c617fa5,fault containment control robot,Simulation Teaching of Adaptive Fault-Tolerant Containment Control for Nonlinear Multi-Agent Systems,10.3390/math13213475,Mathematics,2025,journal-article,Shangkun Liu,crossref,,,,,,,
ff91650c6dc45aaa3dfdfaea65750a3ab0fb28c1,fault containment control robot,TVIE-based fault-tolerant model predictive control for trajectory tracking of mobile robot,10.21203/rs.3.rs-2862499/v1,,2023,posted-content,Jun-Wei Zhu,crossref,,,,,,,
4901cdb094f1d75bdb20fa6c1ce686197ef4ef14,fault containment control robot,A new fault-tolerant control scheme for a robot collaborative system,10.1109/icmic.2011.5973728,"Proceedings of 2011 International Conference on Modelling, Identification and Control",2012,proceedings-article,Lina Yao,crossref,,,,,,,
ef1c0420960d812eff12c5c5deb071d6aea2f700,fault containment control robot,A Fault Tolerant adaptive control for robot manipulators,10.1109/robio.2012.6491212,2012 IEEE International Conference on Robotics and Biomimetics (ROBIO),2013,proceedings-article,Giuseppe Muscio,crossref,,,,,,,
8bea579299b145ce0e7670da8cd8e1cda65dfc2c,fault containment control robot,Retracted: Robot Fault Detection Based on Big Data,10.1155/2023/9823027,Journal of Control Science and Engineering,2023,journal-article,,crossref,,,,,,,
888ffba8af0d3e69a9f96bd6f877322b32711420,fault containment control robot,Reconfigurable fault-tolerant joint control system for space robot,10.1109/wcica.2014.7053010,Proceeding of the 11th World Congress on Intelligent Control and Automation,2015,proceedings-article,Chuangqiang Guo,crossref,,,,,,,
2c12087fc84edde1c22bd14ec87f937692aae7c1,fault containment control robot,Real Implementation of Fault-Tolerant Sliding Mode Control for a Robot Manipulator,10.1109/crc.2018.00018,"2018 3rd International Conference on Control, Robotics and Cybernetics (CRC)",2019,proceedings-article,Quang Dan Le,crossref,,,,,,,
2edfe41bcfc47f89fd2de6472d2c83074e7eff05,fault containment control robot,A dual-model fault detection approach with application to actuators of robot manipulators,10.1109/cdc.2011.6160416,IEEE Conference on Decision and Control and European Control Conference,2012,proceedings-article,Tesheng Hsiao,crossref,,,,,,,
b70398f0e002f4f8744c896ab8c1d5e20ec9e5cc,fault containment control robot,"Sensor-driven, fault-tolerant control of a maintenance robot",10.1109/robot.1986.1087706,Proceedings. 1986 IEEE International Conference on Robotics and Automation,2005,proceedings-article,M. Moya,crossref,,,,,,,
f37987e21274b688a37d88adf70929a605497fe5,fault containment control robot,Robust Adaptive Fault-tolerant Containment Control of Networked Heterogeneous Agent Systems with Multiple Active Leaders and Mismatched Affine Uncertainties,10.1007/s12555-020-0663-7,"International Journal of Control, Automation and Systems",2022,journal-article,Heng Liu,crossref,,,,,,,
d7926406bdac9d0941d5ca977f7aa0b865c30244,fault containment control robot,Underactuated Robot Manipulators,10.1007/978-0-85729-898-0_5,Robust Control of Robots,2011,book-chapter,Adriano A. G. Siqueira,crossref,,,,,,,
c5ca32b427bfa5bbdda6dce7cd79263e758db07f,fault containment control robot,A DISTRIBUTED FAULT TOLERANT POSITION CONTROL SYSTEM FOR A BOAT-LIKE INSPECTION ROBOT,10.5220/0001489100280034,"Proceedings of the Fifth International Conference on Informatics in Control, Automation and Robotics Service",2012,proceedings-article,,crossref,,,,,,,
61356061f7e52ec3f2f35b0fd298ef47d2d39f47,fault containment control robot,Minimum-Eigenvalue-Based Adaptive Fault-Tolerant Containment Control for Heterogeneous Multiagent Systems With Actuator Faults,10.1109/safeprocess52771.2021.9693740,"2021 CAA Symposium on Fault Detection, Supervision, and Safety for Technical Processes (SAFEPROCESS)",2022,proceedings-article,Jianye Gong,crossref,,,,,,,
686d7436db330510c170112db4c9f194472ba537,fault containment control robot,Adaptive Fault-Tolerant Containment Control with Input Saturation,10.1007/978-981-96-0320-6_8,Intelligent Control and Learning Systems,2025,book-chapter,Hongru Ren,crossref,,,,,,,
e887796d5f07481522f7b1f708756cccde49b815,fault containment control robot,Fault detection in flight control systems via innovation sequence of kalman filter,10.1007/bfb0110534,Lecture Notes in Control and Information Sciences,2007,book-chapter,C. M. Hajiyev,crossref,,,,,,,
58e67584f86c70cc37905255dfd71cb22943edbd,fault containment control robot,Disturbance Observer-Based Adaptive Fault Tolerant Control with Prescribed Performance of a Continuum Robot,10.3390/act13070267,Actuators,2024,journal-article,Shoulin Xu,crossref,,,,,,,
aaac0dbf0cc9e63e2f508a88583d42d2400de0a2,fault containment control robot,Mobile robot fault tolerant control introducing ARTEMIC,10.1109/icetc.2010.5529958,2010 2nd International Conference on Education Technology and Computer,2010,proceedings-article,Cristian Axenie,crossref,,,,,,,
f6f75a029e91b7fab8f77c238840f11af4367ed9,fault containment control robot,Fault-tolerant Control of Robot Manipulators with Sensory Faults using Unbiased Active Inference,10.23919/ecc54610.2021.9654913,2021 European Control Conference (ECC),2022,proceedings-article,Mohamed Baioumy,crossref,,,,,,,
565ec2cb1351ef1709960cbc564cd904fb856695,fault containment control robot,Event-triggered fuzzy adaptive output feedback containment fault-tolerant control for nonlinear multi-agent systems against actuator faults,10.1016/j.ejcon.2023.100887,European Journal of Control,2023,journal-article,Jun Zhang,crossref,,,,,,,
318caa77079b942e9a379e4b7f560600ea5a6019,fault containment control robot,Actuators fault diagnosis for robot manipulators with uncertain model,10.1016/j.conengprac.2008.05.012,Control Engineering Practice,2008,journal-article,F. Caccavale,crossref,,,,,,,
f1bd3505ba81d68a97048a7b55e02b38314d5c89,fault containment control robot,A New Neurodynamics-Based Model-Less Fault-Tolerant Scheme for Redundant Robot Motion Planning and Control,10.2139/ssrn.4503548,,2023,posted-content,Xin Wang,crossref,,,,,,,
423b5816c67ae8ea89b8eae1200a808c47d7542f,fault containment control robot,Adaptive chaos control of a humanoid robot arm: a fault-tolerant scheme,10.5194/ms-14-209-2023,Mechanical Sciences,2023,journal-article,Said Ghani Khan,crossref,,,,,,,
7ace9f1e9e4562613285ca95e0de6ce0a25d6e2e,fault containment control robot,Adaptive containment fault‐tolerant control for saturated nonlinear multiagent systems with multiple faults and periodic disturbances,10.1002/asjc.3401,Asian Journal of Control,2024,journal-article,Li Tang,crossref,,,,,,,
f52163e19250ed113c91d4b841ac120739103eba,fault containment control robot,Sensor and Actuator Fault Diagnosis for a Multi-Robot System Based on the Kullback-Leibler Divergence,10.1109/systol.2019.8864734,2019 4th Conference on Control and Fault Tolerant Systems (SysTol),2019,proceedings-article,Boussad Abci,crossref,,,,,,,
6619abce88f162cb29873fae468a04ddf03fd350,fault containment control robot,RING COUPLING-BASED COLLABORATIVE FAULT-TOLERANT CONTROL FOR MULTI-ROBOT ACTUATOR FAULT,10.2316/journal.206.2018.6.206-5487,International Journal of Robotics and Automation,2018,journal-article,Jing He,crossref,,,,,,,
